chrom	start	end	strand	gene_id	Newton_RNA_run1/newton_direct_RNA_newton_scaffolds_minimap_sorted_G_25000_no_secondary_pa_tag.bam
Gpscaff_4	4481863	4483143	+	GPALN_011508	135.6499939
Gpscaff_4	4492890	4495222	+	GPALN_011511	92.57999802
Gpscaff_4	4495665	4497968	+	GPALN_011512	113.1600037
Gpscaff_4	4498451	4500136	+	GPALN_011513	84.01499939
Gpscaff_4	4512970	4518360	-	GPALN_011516	146.4299927
Gpscaff_4	4527775	4530393	+	GPALN_011518	119.2050018
Gpscaff_4	4533972	4544417	-	GPALN_011520	115.7399979
Gpscaff_4	4569936	4572699	-	GPALN_011524	109.2999992
Gpscaff_4	4579409	4586723	+	GPALN_011525	158.7799988
Gpscaff_4	4588361	4589364	+	GPALN_011526	82.65500259
Gpscaff_4	4589913	4590711	-	GPALN_011527	122.625
Gpscaff_4	4591685	4593505	+	GPALN_011528	103.1150017
Gpscaff_4	4599463	4600120	-	GPALN_011530	64.40500259
Gpscaff_4	4600584	4602916	+	GPALN_011531	109.4800034
Gpscaff_4	4604956	4607001	+	GPALN_011532	84.15000153
Gpscaff_4	4645718	4649541	-	GPALN_011537	129.2899933
Gpscaff_4	4654208	4660629	-	GPALN_011539	78.40000153
Gpscaff_4	4691273	4692888	-	GPALN_011546	96.9149971
Gpscaff_4	4703484	4708413	+	GPALN_011549	104.5999985
Gpscaff_4	4743687	4747363	+	GPALN_011556	79.56500244
Gpscaff_4	4773380	4774827	-	GPALN_011562	56.95999908
Gpscaff_4	4775987	4782153	+	GPALN_011563	158.8800049
Gpscaff_4	4782482	4785503	-	GPALN_011564	122.9199982
Gpscaff_4	4785799	4789342	-	GPALN_011565	97.99000168
Gpscaff_4	4789366	4789800	+	GPALN_011566	76.44000244
Gpscaff_4	4791495	4793454	-	GPALN_011568	58.24000168
Gpscaff_4	4814724	4816696	-	GPALN_011571	100.0899963
Gpscaff_4	4816903	4825211	-	GPALN_011572	97.51499939
Gpscaff_4	4831202	4837029	+	GPALN_011573	143.0399933
Gpscaff_4	4866503	4874534	+	GPALN_011577	139.2700043
Gpscaff_4	4876763	4887852	+	GPALN_011579	150.8800049
Gpscaff_4	4888072	4889677	-	GPALN_011580	105.6900024
Gpscaff_4	4908760	4911260	+	GPALN_011583	97.1099968
Gpscaff_4	4915163	4921824	+	GPALN_011585	126.5299988
Gpscaff_4	4993597	4998471	+	GPALN_011596	112.2099953
Gpscaff_4	4999561	5002108	-	GPALN_011597	78.28499985
Gpscaff_4	5003105	5004613	+	GPALN_011598	88.30000305
Gpscaff_4	5004539	5005088	+	GPALN_011599	92.0399971
Gpscaff_4	5005220	5008295	-	GPALN_011600	140.4700012
Gpscaff_4	5008932	5014805	+	GPALN_011601	166.8399963
Gpscaff_4	5015160	5018639	-	GPALN_011602	118.8899994
Gpscaff_4	5019263	5022193	-	GPALN_011603	65.79499817
Gpscaff_4	5038434	5039517	-	GPALN_011605	74.125
Gpscaff_4	5121102	5123057	+	GPALN_011619	128.7800026
Gpscaff_4	5124624	5125414	+	GPALN_011620	97
Gpscaff_4	5130726	5134458	-	GPALN_011622	101.7799988
Gpscaff_4	5208689	5212554	+	GPALN_011631	101.8499985
Gpscaff_4	5221134	5234611	+	GPALN_011633	110.6650009
Gpscaff_4	5241727	5242582	-	GPALN_011636	150.7799988
Gpscaff_4	5246983	5247877	-	GPALN_011638	91.51999664
Gpscaff_4	5278486	5281915	+	GPALN_011642	117.8400002
Gpscaff_4	5282753	5285024	-	GPALN_011643	63.68999863
Gpscaff_4	5324571	5328258	-	GPALN_011650	103.7399979
Gpscaff_4	5347445	5350022	+	GPALN_011654	93.91999817
Gpscaff_4	5365917	5376286	-	GPALN_011656	125.3899994
Gpscaff_4	5376626	5377412	+	GPALN_011657	120.1600037
Gpscaff_4	5379697	5384402	-	GPALN_011659	116.0499992
Gpscaff_4	5388477	5393751	-	GPALN_011661	66.44000244
Gpscaff_4	5395026	5398762	+	GPALN_011662	104.8450012
Gpscaff_4	5399039	5401946	-	GPALN_011663	129.3849983
Gpscaff_4	5403446	5404209	-	GPALN_011664	101.5200005
Gpscaff_4	5405183	5408117	+	GPALN_011665	81.40000153
Gpscaff_4	5408236	5409478	+	GPALN_011666	93.17500305
Gpscaff_4	5409839	5414895	+	GPALN_011667	99.55500031
Gpscaff_4	5416852	5419972	+	GPALN_011668	135.5700073
Gpscaff_4	5420666	5422953	-	GPALN_011669	85.27499771
Gpscaff_4	5424234	5429267	+	GPALN_011670	98.22000122
Gpscaff_4	5429414	5430984	+	GPALN_011671	83.90499878
Gpscaff_4	5431090	5437543	-	GPALN_011672	116.4599991
Gpscaff_4	5437767	5440612	+	GPALN_011673	124.4000015
Gpscaff_4	5442276	5447933	-	GPALN_011675	176.7100067
Gpscaff_4	5448367	5449913	-	GPALN_011676	114.0800018
Gpscaff_4	5450338	5452567	+	GPALN_011677	129.4599991
Gpscaff_4	5455063	5456029	+	GPALN_011679	100.1350021
Gpscaff_4	5457740	5458913	-	GPALN_011681	115.4199982
Gpscaff_4	5459742	5462690	-	GPALN_011682	91.95999908
Gpscaff_4	5463305	5464813	+	GPALN_011683	93.51000214
Gpscaff_4	5464794	5466173	+	GPALN_011684	101.4449997
Gpscaff_4	5466389	5473391	-	GPALN_011685	116.0400009
Gpscaff_4	5500837	5502621	-	GPALN_011691	188.6549988
Gpscaff_4	5504854	5506678	+	GPALN_011693	58.58000183
Gpscaff_4	5506905	5508921	+	GPALN_011694	105.3000031
Gpscaff_4	5522253	5524662	-	GPALN_011696	116.8799973
Gpscaff_4	5530360	5538825	+	GPALN_011699	108.5400009
Gpscaff_4	5539364	5541756	-	GPALN_011700	129.2299957
Gpscaff_4	5553051	5562212	+	GPALN_011702	156.3200073
Gpscaff_4	5562776	5565163	-	GPALN_011703	86.90499878
Gpscaff_4	5569853	5572562	-	GPALN_011705	103.4500008
Gpscaff_4	5574263	5582691	-	GPALN_011706	101.5949974
Gpscaff_4	5588263	5589144	-	GPALN_011708	68.23999786
Gpscaff_4	5590968	5592858	-	GPALN_011709	123.0950012
Gpscaff_4	5600238	5603769	+	GPALN_011713	101.25
Gpscaff_4	5612242	5615846	-	GPALN_011716	144.1299973
Gpscaff_4	5616517	5618595	+	GPALN_011717	62.20000076
Gpscaff_4	5618977	5621166	-	GPALN_011718	84.87999725
Gpscaff_4	5624648	5625786	-	GPALN_011720	46.20000076
Gpscaff_4	5656234	5671498	-	GPALN_011727	93.09500122
Gpscaff_4	5688496	5702586	+	GPALN_011732	114.1699982
Gpscaff_4	5706869	5712952	+	GPALN_011734	125.5299988
Gpscaff_4	5874476	5880462	-	GPALN_011763	117.3800011
Gpscaff_4	5881305	5883595	+	GPALN_011764	109.295002
Gpscaff_40	480776	482359	-	GPALN_011794	138.2799988
Gpscaff_41	17919	20855	+	GPALN_011829	47.72999954
Gpscaff_41	112185	116739	+	GPALN_011836	110.7600021
Gpscaff_41	266524	268101	+	GPALN_011852	71.78499985
Gpscaff_41	391760	392834	-	GPALN_011860	121.4049988
Gpscaff_41	393220	393994	-	GPALN_011861	91.59000015
Gpscaff_41	394050	396274	-	GPALN_011862	153.2100067
Gpscaff_41	603416	608392	+	GPALN_011888	143.6699982
Gpscaff_41	623745	632000	+	GPALN_011889	144.8349991
Gpscaff_41	662690	670238	-	GPALN_011892	153.3699951
Gpscaff_43	410150	411483	+	GPALN_011943	88.68000031
Gpscaff_43	412160	416822	-	GPALN_011944	114.7300034
Gpscaff_44	71241	73662	-	GPALN_011969	158.0500031
Gpscaff_44	85131	86593	-	GPALN_011971	91.87000275
Gpscaff_44	98641	100403	+	GPALN_011974	121.6900024
Gpscaff_44	100901	104692	+	GPALN_011975	139.2900009
Gpscaff_44	135273	137157	+	GPALN_011980	104.8199997
Gpscaff_44	160951	164369	-	GPALN_011985	105.9049988
Gpscaff_44	164615	168334	-	GPALN_011986	128.7100067
Gpscaff_44	168766	171709	-	GPALN_011987	168.25
Gpscaff_44	171730	174140	+	GPALN_011988	100.9650002
Gpscaff_44	175096	178674	-	GPALN_011989	82.07500076
Gpscaff_44	179706	182637	+	GPALN_011990	88
Gpscaff_44	190839	194579	-	GPALN_011992	130.9049988
Gpscaff_44	197122	211537	+	GPALN_011994	104.9350014
Gpscaff_44	269602	276557	+	GPALN_012003	104.045002
Gpscaff_44	335242	340461	-	GPALN_012012	139.4100037
Gpscaff_44	352437	356101	-	GPALN_012014	130.8199997
Gpscaff_44	383851	389598	+	GPALN_012019	101.5050011
Gpscaff_44	417313	418473	+	GPALN_012025	109.5299988
Gpscaff_44	423908	426715	+	GPALN_012026	121.9100037
Gpscaff_44	433824	438727	-	GPALN_012028	159.0399933
Gpscaff_44	439208	441693	-	GPALN_012029	159.3550034
Gpscaff_44	458490	464790	+	GPALN_012033	114.045002
Gpscaff_46	463	5280	-	GPALN_012117	73.18999863
Gpscaff_46	30143	38002	-	GPALN_012125	126.1299973
Gpscaff_46	51190	52250	+	GPALN_012127	64.15499878
Gpscaff_46	80035	82685	+	GPALN_012133	179.6849976
Gpscaff_46	107913	114491	-	GPALN_012138	59.41999817
Gpscaff_47	432506	437244	+	GPALN_012162	98.72000122
Gpscaff_47	591246	599047	-	GPALN_012177	160.6199951
Gpscaff_47	666712	666997	-	GPALN_012188	60.27000046
Gpscaff_48	58757	67144	-	GPALN_012201	119.8399963
Gpscaff_48	162183	164004	+	GPALN_012212	73.83000183
Gpscaff_48	167064	174932	+	GPALN_012213	130.3349991
Gpscaff_48	433924	437771	+	GPALN_012236	105.0550003
Gpscaff_48	667888	669721	+	GPALN_012246	90.90000153
Gpscaff_48	669819	670695	-	GPALN_012247	97.12000275
Gpscaff_49	543167	543746	+	GPALN_012296	65.41000366
Gpscaff_5	229866	232725	-	GPALN_012331	53.00500107
Gpscaff_5	265167	270220	-	GPALN_012336	67.89500046
Gpscaff_5	466693	467824	-	GPALN_012358	75.38000107
Gpscaff_5	950673	963242	+	GPALN_012380	131.3699951
Gpscaff_5	963548	965331	+	GPALN_012381	132.7899933
Gpscaff_5	971189	973368	+	GPALN_012383	78.37000275
Gpscaff_5	977079	978780	-	GPALN_012384	126.3850021
Gpscaff_5	978973	981428	-	GPALN_012385	107.4599991
Gpscaff_5	981707	984014	-	GPALN_012386	156.0400009
Gpscaff_5	999197	1018568	+	GPALN_012391	118.204998
Gpscaff_5	1027361	1028853	+	GPALN_012395	94.18000031
Gpscaff_5	1029086	1034497	-	GPALN_012396	121.3000031
Gpscaff_5	1034914	1036387	-	GPALN_012397	90.13999939
Gpscaff_5	1039259	1043945	+	GPALN_012398	121.4300003
Gpscaff_5	1049178	1051377	+	GPALN_012400	60.09999847
Gpscaff_5	1051472	1052658	-	GPALN_012401	120.2999992
Gpscaff_5	1052669	1054066	+	GPALN_012402	142.4799957
Gpscaff_5	1054954	1057067	+	GPALN_012403	99.93000031
Gpscaff_5	1078501	1082516	+	GPALN_012405	67.93499756
Gpscaff_5	1105540	1106960	-	GPALN_012411	65.28000259
Gpscaff_5	1125710	1127222	-	GPALN_012416	79.07500076
Gpscaff_5	1132319	1133989	+	GPALN_012418	91.77999878
Gpscaff_5	1149059	1151669	-	GPALN_012425	145.8999939
Gpscaff_5	1174547	1181376	-	GPALN_012429	120.9000015
Gpscaff_5	1182433	1183641	-	GPALN_012430	146.8200073
Gpscaff_5	1186271	1188757	+	GPALN_012432	124.9499969
Gpscaff_5	1201162	1201601	+	GPALN_012435	65.58000183
Gpscaff_5	1202019	1206241	-	GPALN_012436	93.00500107
Gpscaff_5	1207356	1208347	+	GPALN_012437	91.96500015
Gpscaff_5	1208572	1210444	+	GPALN_012438	77.22999954
Gpscaff_5	1210677	1212636	-	GPALN_012439	131.4100037
Gpscaff_5	1213521	1219226	-	GPALN_012440	90.93000031
Gpscaff_5	1219470	1223013	-	GPALN_012441	123.4199982
Gpscaff_5	1223264	1237010	+	GPALN_012442	112.3499985
Gpscaff_5	1237814	1240134	+	GPALN_012443	107.1699982
Gpscaff_5	1252953	1258553	-	GPALN_012446	88
Gpscaff_5	1270195	1272399	+	GPALN_012452	115.7600021
Gpscaff_5	1278747	1280230	-	GPALN_012454	132
Gpscaff_5	1283496	1285199	+	GPALN_012456	119.7399979
Gpscaff_5	1288834	1289781	-	GPALN_012458	106.0999985
Gpscaff_5	1293138	1293982	+	GPALN_012460	88.88999939
Gpscaff_5	1294234	1295492	-	GPALN_012461	92.91999817
Gpscaff_5	1297885	1301929	+	GPALN_012462	81.5
Gpscaff_5	1302169	1304440	-	GPALN_012463	110.1299973
Gpscaff_5	1308053	1310848	+	GPALN_012466	96.19999695
Gpscaff_5	1326774	1329863	+	GPALN_012469	102.6699982
Gpscaff_5	1354918	1358671	-	GPALN_012474	93.59500122
Gpscaff_5	1360925	1361978	-	GPALN_012476	98.44999695
Gpscaff_5	1362107	1364403	-	GPALN_012477	111.0500031
Gpscaff_5	1365439	1368210	+	GPALN_012478	123.2299995
Gpscaff_5	1372398	1374144	-	GPALN_012481	129.625
Gpscaff_5	1375736	1382957	-	GPALN_012482	138.8800049
Gpscaff_5	1384911	1388018	-	GPALN_012484	94.41000366
Gpscaff_5	1388437	1389011	-	GPALN_012485	87.43499756
Gpscaff_5	1389341	1393163	-	GPALN_012486	142.8699951
Gpscaff_5	1393504	1394475	-	GPALN_012487	88.95999908
Gpscaff_5	1419958	1423963	-	GPALN_012492	130.3999939
Gpscaff_5	1424125	1424766	-	GPALN_012493	75.59499741
Gpscaff_5	1426260	1428754	-	GPALN_012495	87.83999634
Gpscaff_5	1430360	1441960	+	GPALN_012496	121.6599998
Gpscaff_5	1442635	1444650	-	GPALN_012497	151.0700073
Gpscaff_5	1445041	1446501	-	GPALN_012498	110.9599991
Gpscaff_5	1453102	1455594	+	GPALN_012501	107.1399994
Gpscaff_5	1455710	1457779	+	GPALN_012502	124.5999985
Gpscaff_5	1460944	1462852	+	GPALN_012505	93.45999908
Gpscaff_5	1463538	1468595	+	GPALN_012506	141.4950027
Gpscaff_5	1468865	1475580	+	GPALN_012507	109.5599976
Gpscaff_5	1476170	1478113	-	GPALN_012508	93.95000076
Gpscaff_5	1478118	1485550	+	GPALN_012509	83.91999817
Gpscaff_5	1490491	1492677	+	GPALN_012511	83.15000153
Gpscaff_5	1493477	1495211	+	GPALN_012512	102.0800018
Gpscaff_5	1496575	1497513	-	GPALN_012514	70.10499954
Gpscaff_5	1498152	1499773	+	GPALN_012515	108.3799973
Gpscaff_5	1499978	1501820	+	GPALN_012516	87.16500092
Gpscaff_5	1501917	1503036	-	GPALN_012517	104.5299988
Gpscaff_5	1503773	1507717	+	GPALN_012518	120.1500015
Gpscaff_5	1508069	1513876	-	GPALN_012519	124.0849991
Gpscaff_5	1519686	1526520	-	GPALN_012522	96.79000092
Gpscaff_5	1527768	1529827	-	GPALN_012524	82.86000061
Gpscaff_5	1530529	1532817	+	GPALN_012525	100.5499992
Gpscaff_5	1533023	1534540	-	GPALN_012526	89.45999908
Gpscaff_5	1536932	1539509	+	GPALN_012527	123.2300034
Gpscaff_5	1548935	1550999	+	GPALN_012529	123.5250015
Gpscaff_5	1551477	1553584	+	GPALN_012530	105.6200027
Gpscaff_5	1555167	1557641	+	GPALN_012532	69.12000084
Gpscaff_5	1559493	1560250	-	GPALN_012534	62.27000046
Gpscaff_5	1561866	1565059	+	GPALN_012536	105.7300034
Gpscaff_5	1565613	1566165	+	GPALN_012537	112.4000015
Gpscaff_5	1566312	1568801	+	GPALN_012538	117.2600021
Gpscaff_5	1568912	1570163	-	GPALN_012539	104.1149979
Gpscaff_5	1570683	1571298	-	GPALN_012540	102
Gpscaff_5	1572239	1573666	+	GPALN_012541	109.5550003
Gpscaff_5	1573920	1576806	+	GPALN_012542	82.11000061
Gpscaff_5	1577148	1579191	+	GPALN_012543	158.1999969
Gpscaff_5	1579484	1581401	-	GPALN_012544	111.125
Gpscaff_5	1581885	1583929	+	GPALN_012545	85.27999878
Gpscaff_5	1584194	1590242	-	GPALN_012546	100.5699997
Gpscaff_5	1590780	1593521	-	GPALN_012547	114.9300003
Gpscaff_5	1594004	1597472	-	GPALN_012548	100.4100037
Gpscaff_5	1597959	1599276	-	GPALN_012549	114.9400024
Gpscaff_5	1599252	1600240	+	GPALN_012550	117.4100037
Gpscaff_5	1600735	1601392	+	GPALN_012551	80.05000305
Gpscaff_5	1601526	1605639	+	GPALN_012552	131.2399979
Gpscaff_5	1606338	1608879	+	GPALN_012553	90.50500107
Gpscaff_5	1609666	1610956	-	GPALN_012554	100.1600037
Gpscaff_5	1611658	1615953	+	GPALN_012555	131.9749985
Gpscaff_5	1617136	1618525	+	GPALN_012556	77.52500153
Gpscaff_5	1620705	1622138	-	GPALN_012558	111.5999985
Gpscaff_5	1622143	1624802	-	GPALN_012559	85.16999817
Gpscaff_5	1625140	1628027	+	GPALN_012560	87.30999756
Gpscaff_5	1628316	1630162	+	GPALN_012561	146.6100006
Gpscaff_5	1630372	1631510	-	GPALN_012562	121
Gpscaff_5	1631731	1632378	+	GPALN_012563	67.16999817
Gpscaff_5	1632595	1633583	+	GPALN_012564	83.08000183
Gpscaff_5	1633654	1637924	-	GPALN_012565	164.75
Gpscaff_5	1639130	1641418	-	GPALN_012567	126.2300034
Gpscaff_5	1641865	1643184	+	GPALN_012568	138.8099976
Gpscaff_5	1644108	1645541	-	GPALN_012569	122.6850014
Gpscaff_5	1649872	1651875	-	GPALN_012570	89.80999756
Gpscaff_5	1653641	1663187	+	GPALN_012571	120.2399979
Gpscaff_5	1663415	1668942	-	GPALN_012572	85.36000061
Gpscaff_5	1669050	1677338	-	GPALN_012573	133.25
Gpscaff_5	1677726	1679743	+	GPALN_012574	138.1699982
Gpscaff_5	1682197	1687524	-	GPALN_012576	117.3099976
Gpscaff_5	1691852	1693472	+	GPALN_012577	105
Gpscaff_5	1702655	1711636	+	GPALN_012581	134.6000061
Gpscaff_5	1711985	1714631	-	GPALN_012582	90.05000305
Gpscaff_5	1715421	1716921	+	GPALN_012583	99.94999695
Gpscaff_5	1717157	1718904	-	GPALN_012584	90.64500046
Gpscaff_5	1719162	1720775	-	GPALN_012585	81.11000061
Gpscaff_5	1721300	1721822	+	GPALN_012586	106.0600014
Gpscaff_5	1722024	1722745	+	GPALN_012587	96.56999969
Gpscaff_5	1723299	1724598	+	GPALN_012588	59.65000153
Gpscaff_5	1726413	1729407	-	GPALN_012590	116.2250023
Gpscaff_5	1730040	1732949	+	GPALN_012591	101.1150017
Gpscaff_5	1733204	1734048	-	GPALN_012592	129.4950027
Gpscaff_5	1735614	1737754	+	GPALN_012593	98.37000275
Gpscaff_5	1750393	1753741	+	GPALN_012597	100.25
Gpscaff_5	1753812	1758214	+	GPALN_012598	119.4400024
Gpscaff_5	1758544	1759797	+	GPALN_012599	96.26499939
Gpscaff_5	1775572	1779972	-	GPALN_012604	157.5749969
Gpscaff_5	1783167	1789648	+	GPALN_012605	117.9050026
Gpscaff_5	1790898	1792485	-	GPALN_012606	99.94999695
Gpscaff_5	1792875	1794106	+	GPALN_012607	109.2600021
Gpscaff_5	1794231	1796971	+	GPALN_012608	110.3600006
Gpscaff_5	1797260	1799393	+	GPALN_012609	124.6749992
Gpscaff_5	1799966	1802262	-	GPALN_012610	115.1899986
Gpscaff_5	1802482	1805487	-	GPALN_012611	109
Gpscaff_5	1809818	1821851	-	GPALN_012613	104.5
Gpscaff_5	1822575	1825915	+	GPALN_012614	86.16999817
Gpscaff_5	1838568	1847281	+	GPALN_012618	129.4850006
Gpscaff_5	1858362	1862246	+	GPALN_012621	114.8250008
Gpscaff_5	1879714	1882758	-	GPALN_012625	105.4700012
Gpscaff_5	1883406	1886866	+	GPALN_012626	94.91999817
Gpscaff_5	1887487	1890139	-	GPALN_012627	77.55000305
Gpscaff_5	1890602	1894572	-	GPALN_012628	86.62000275
Gpscaff_5	1902136	1905782	-	GPALN_012632	119.4949989
Gpscaff_5	1906088	1907006	-	GPALN_012633	85.26000214
Gpscaff_5	1912403	1914615	-	GPALN_012636	91.08000183
Gpscaff_5	1914885	1918238	-	GPALN_012637	100.2650032
Gpscaff_5	1925982	1933356	+	GPALN_012639	86.50999832
Gpscaff_5	1933966	1937926	+	GPALN_012640	113.9449997
Gpscaff_5	1938318	1940376	+	GPALN_012641	86.54000092
Gpscaff_5	1942532	1944780	-	GPALN_012643	117.2600021
Gpscaff_5	1945238	1946821	-	GPALN_012644	95.30000305
Gpscaff_5	1947104	1950213	+	GPALN_012645	121.5849991
Gpscaff_5	1954825	1956513	+	GPALN_012647	106.6399994
Gpscaff_5	1957358	1961355	+	GPALN_012648	147.1050034
Gpscaff_5	1963831	1964936	-	GPALN_012650	72
Gpscaff_5	1965556	1967188	+	GPALN_012651	122.1500015
Gpscaff_5	1967442	1971015	+	GPALN_012652	101.3300018
Gpscaff_5	1971692	1973986	-	GPALN_012653	145.0800018
Gpscaff_5	1974321	1977859	-	GPALN_012654	93.80000305
Gpscaff_5	1978367	1982041	+	GPALN_012655	114.3400002
Gpscaff_5	1982440	1984052	-	GPALN_012656	98.61000061
Gpscaff_5	1984443	1987107	-	GPALN_012657	154.0599976
Gpscaff_5	1987658	1988780	+	GPALN_012658	93.25
Gpscaff_5	1989767	1993218	-	GPALN_012659	133.9600067
Gpscaff_5	1993668	1995064	+	GPALN_012660	80.12000275
Gpscaff_5	1995954	2001028	-	GPALN_012661	109.9150009
Gpscaff_5	2004155	2005659	+	GPALN_012663	81.39999771
Gpscaff_5	2011668	2015637	-	GPALN_012665	101.7299995
Gpscaff_5	2016264	2019803	+	GPALN_012666	98.78000259
Gpscaff_5	2022793	2026848	+	GPALN_012668	128.3250046
Gpscaff_5	2026976	2033586	+	GPALN_012669	125.2599983
Gpscaff_5	2034401	2035339	-	GPALN_012671	80.70000076
Gpscaff_5	2036038	2039352	+	GPALN_012672	116.545002
Gpscaff_5	2039743	2041580	-	GPALN_012673	129
Gpscaff_5	2042166	2054509	+	GPALN_012674	106.4900017
Gpscaff_5	2055743	2056401	+	GPALN_012675	114.2300034
Gpscaff_5	2056763	2058244	+	GPALN_012676	124.8899994
Gpscaff_5	2058523	2061984	-	GPALN_012677	121.7900009
Gpscaff_5	2062298	2063121	+	GPALN_012678	85.91999817
Gpscaff_5	2063306	2065340	+	GPALN_012679	64.99499893
Gpscaff_5	2071468	2072976	-	GPALN_012681	84.26999664
Gpscaff_5	2073676	2078447	+	GPALN_012682	106.1750031
Gpscaff_5	2078554	2082240	+	GPALN_012683	110.8499985
Gpscaff_5	2085002	2088581	-	GPALN_012685	67.65000153
Gpscaff_5	2089320	2093768	-	GPALN_012686	107.2600021
Gpscaff_5	2097040	2098179	-	GPALN_012688	128.9500046
Gpscaff_5	2098626	2100251	+	GPALN_012689	107.9199982
Gpscaff_5	2101338	2108102	-	GPALN_012691	119.1300011
Gpscaff_5	2109344	2110330	+	GPALN_012692	106.670002
Gpscaff_5	2110485	2112192	-	GPALN_012693	134.5099945
Gpscaff_5	2112512	2113509	-	GPALN_012694	89.10000229
Gpscaff_5	2113934	2119881	+	GPALN_012695	125.2600021
Gpscaff_5	2120377	2124904	+	GPALN_012696	155.3949966
Gpscaff_5	2125170	2126740	-	GPALN_012697	104.3950005
Gpscaff_5	2128028	2129598	+	GPALN_012700	97.62000275
Gpscaff_5	2130011	2131609	+	GPALN_012701	111.2799988
Gpscaff_5	2131601	2133951	-	GPALN_012702	151.8249969
Gpscaff_5	2135037	2139107	-	GPALN_012703	66.10499954
Gpscaff_5	2140452	2141699	-	GPALN_012706	119.1300011
Gpscaff_5	2143117	2144824	+	GPALN_012707	129.2099991
Gpscaff_5	2144766	2148886	-	GPALN_012708	92.51999664
Gpscaff_5	2149209	2152682	+	GPALN_012709	125.3400002
Gpscaff_5	2152820	2154888	+	GPALN_012710	92.20999908
Gpscaff_5	2155431	2158398	+	GPALN_012711	133.3350067
Gpscaff_5	2159007	2161065	-	GPALN_012712	153.3199997
Gpscaff_5	2161579	2162800	-	GPALN_012713	86.36000061
Gpscaff_5	2162949	2163631	-	GPALN_012714	72.95999908
Gpscaff_5	2164020	2165941	+	GPALN_012715	132.5800018
Gpscaff_5	2166132	2168331	-	GPALN_012716	82.52999878
Gpscaff_5	2168395	2170618	+	GPALN_012717	149.6100006
Gpscaff_5	2170948	2171684	+	GPALN_012718	98.43000031
Gpscaff_5	2172494	2190183	-	GPALN_012720	45.61499977
Gpscaff_5	2192431	2194014	+	GPALN_012721	105.7699966
Gpscaff_5	2194293	2199565	+	GPALN_012722	101.0699997
Gpscaff_5	2202978	2209971	-	GPALN_012724	115.2000008
Gpscaff_5	2210039	2212596	+	GPALN_012725	155.8999939
Gpscaff_5	2218318	2221868	-	GPALN_012728	147.7700043
Gpscaff_5	2222253	2224143	-	GPALN_012729	99.94499969
Gpscaff_5	2224219	2225254	-	GPALN_012730	78.04000092
Gpscaff_5	2234003	2235352	-	GPALN_012732	84.30500031
Gpscaff_5	2235753	2238930	+	GPALN_012733	98.19000244
Gpscaff_5	2241694	2244086	-	GPALN_012735	107.0800018
Gpscaff_5	2244363	2246493	-	GPALN_012736	100.3199997
Gpscaff_5	2246581	2247123	-	GPALN_012737	95.08000183
Gpscaff_5	2247536	2250244	+	GPALN_012738	138.3500061
Gpscaff_5	2252973	2256308	-	GPALN_012740	128.6499939
Gpscaff_5	2257564	2264519	+	GPALN_012741	120.6900024
Gpscaff_5	2264706	2266598	+	GPALN_012742	67.36499786
Gpscaff_5	2266733	2267700	-	GPALN_012743	108.0699997
Gpscaff_5	2268255	2269231	+	GPALN_012744	55.02499962
Gpscaff_5	2269399	2271393	-	GPALN_012745	111.4749985
Gpscaff_5	2274226	2278045	+	GPALN_012746	105.9599991
Gpscaff_5	2278178	2283713	-	GPALN_012747	152.7899933
Gpscaff_5	2283685	2285593	-	GPALN_012748	98.91000366
Gpscaff_5	2298361	2299582	-	GPALN_012752	98.23999786
Gpscaff_5	2300243	2302181	-	GPALN_012753	110.8499985
Gpscaff_5	2302495	2305157	-	GPALN_012754	122.5699997
Gpscaff_5	2305783	2307691	-	GPALN_012755	88.38999939
Gpscaff_5	2307667	2312157	+	GPALN_012756	139.5299988
Gpscaff_5	2312392	2314925	-	GPALN_012757	120.6299973
Gpscaff_5	2318579	2321853	+	GPALN_012759	162.5700073
Gpscaff_5	2325615	2329160	-	GPALN_012761	130.8500061
Gpscaff_5	2329157	2330800	-	GPALN_012762	86.55000305
Gpscaff_5	2330776	2332740	-	GPALN_012763	109.1500015
Gpscaff_5	2333412	2335627	+	GPALN_012764	97.44999695
Gpscaff_5	2336667	2339482	+	GPALN_012765	151.5849991
Gpscaff_5	2344321	2346295	-	GPALN_012767	104.0999985
Gpscaff_5	2346429	2351263	-	GPALN_012768	129.3550034
Gpscaff_5	2351684	2354004	+	GPALN_012769	109.1049995
Gpscaff_5	2355522	2358220	-	GPALN_012771	94.08000183
Gpscaff_5	2358430	2365244	-	GPALN_012772	109.6800003
Gpscaff_5	2366232	2368351	-	GPALN_012773	118.4249992
Gpscaff_5	2376253	2377833	-	GPALN_012776	89.87999725
Gpscaff_5	2378378	2379199	+	GPALN_012777	67.04000092
Gpscaff_5	2379398	2380177	+	GPALN_012778	106.4100037
Gpscaff_5	2383327	2386384	-	GPALN_012780	111.0649986
Gpscaff_5	2386474	2388866	-	GPALN_012781	111.9049988
Gpscaff_5	2390773	2391354	+	GPALN_012783	93.09999847
Gpscaff_5	2391562	2392931	-	GPALN_012784	132.2299957
Gpscaff_5	2398884	2401634	+	GPALN_012786	78.15999985
Gpscaff_5	2401690	2404825	-	GPALN_012787	85.35500336
Gpscaff_5	2407178	2412082	+	GPALN_012789	132.1149979
Gpscaff_5	2417344	2418147	-	GPALN_012793	80.61000061
